DateTime,Air temperature - average (°C),Relative humidity (%),Precipitation (mm),Solar radiation - horizontal (Wh/m²),Atmospheric pressure (kPa),Wind speed (m/s),Earth temperature (°C)
10-10-2019 06:00,11.82,96.56%,0.08,10.78,101.5,4.94,12.89
10-10-2019 07:00,12.56,93.81%,0.08,128.05,101.55,4.84,14.26
10-10-2019 08:00,13.37,89.94%,0.01,314.59,101.59,5.09,15.41
10-10-2019 09:00,14.27,79.75%,0,480.37,101.6,5.36,16.31
10-10-2019 10:00,15.44,68.62%,0,596.22,101.58,5.98,17.14
10-10-2019 11:00,16.05,63.00%,0,664.38,101.55,6.31,17.54
10-10-2019 12:00,16.32,61.06%,0,670.45,101.49,6.54,17.66
10-10-2019 13:00,16.43,60.38%,0,595.88,101.41,6.7,17.56
10-10-2019 14:00,16.4,60.81%,0,477.12,101.35,6.69,17.26
10-10-2019 15:00,16.19,62.81%,0,327.37,101.31,6.73,16.76
10-10-2019 16:00,15.76,66.25%,0,179.52,101.27,6.95,16.04
10-10-2019 17:00,14.94,72.19%,0,24.07,101.26,6.71,15.02
10-10-2019 18:00,14.01,79.31%,0,0,101.27,6.24,14.18
10-10-2019 19:00,13.86,81.94%,0,0,101.29,5.99,13.95
10-10-2019 20:00,13.76,85.44%,0,0,101.25,6.05,13.87
10-10-2019 21:00,13.78,88.81%,0,0,101.19,6.49,13.92
10-10-2019 22:00,13.71,92.00%,0,0,101.17,6.19,13.83
10-10-2019 23:00,13.48,95.00%,0.01,0,101.19,5.49,13.62
11-10-2019 00:00,13.3,97.19%,0.02,0,101.2,5.31,13.53
11-10-2019 01:00,13.11,97.81%,0.01,0,101.19,5.42,13.5
11-10-2019 02:00,13.09,96.12%,0.01,0,101.16,5.67,13.52
11-10-2019 03:00,12.83,97.75%,0.01,0,101.15,5.47,13.49
11-10-2019 04:00,12.54,100.00%,0.01,0,101.16,5.2,13.51
11-10-2019 05:00,12.5,100.00%,0.01,0,101.16,4.96,13.52
11-10-2019 06:00,12.32,100.00%,0.01,9.31,101.16,4.77,13.19
11-10-2019 07:00,13.19,96.12%,0.01,120.9,101.15,5.28,14.48
11-10-2019 08:00,14.1,88.69%,0.01,304.07,101.13,5.91,15.58
11-10-2019 09:00,14.9,77.75%,0,475.95,101.06,6.46,16.46
11-10-2019 10:00,16.19,63.88%,0,589.5,100.98,6.93,17.26
11-10-2019 11:00,17.41,57.00%,0,654.33,100.97,6.3,17.82
11-10-2019 12:00,18.05,55.62%,0,664.77,100.93,5.64,18.15
11-10-2019 13:00,18.4,53.44%,0,608.77,100.83,5.86,18.06
11-10-2019 14:00,18.44,53.81%,0,503.59,100.73,6.35,17.8
11-10-2019 15:00,18.12,56.38%,0,351.77,100.65,6.83,17.25
11-10-2019 16:00,17.4,61.06%,0,160.4,100.58,7.5,16.44
11-10-2019 17:00,16.52,67.56%,0,17.38,100.55,7.84,15.62
11-10-2019 18:00,15.83,73.44%,0,0,100.53,7.92,15.13
11-10-2019 19:00,15.6,77.06%,0,0,100.48,8.22,15.05
11-10-2019 20:00,15.39,80.88%,0,0,100.41,8.29,15.04
11-10-2019 21:00,15.16,83.69%,0,0,100.35,8.1,14.98
11-10-2019 22:00,14.98,84.44%,0.02,0,100.29,7.74,14.87
11-10-2019 23:00,14.84,83.75%,0.17,0,100.25,6.9,14.86
12-10-2019 00:00,14.8,83.81%,0.52,0,100.24,6.32,15.06
12-10-2019 01:00,14.62,85.50%,0.5,0,100.19,6.03,15.12
12-10-2019 02:00,14.4,87.62%,0.49,0,100.14,5.28,15.08
12-10-2019 03:00,14.26,89.69%,0.32,0,100.1,4.63,15.07
12-10-2019 04:00,14.43,89.88%,0.13,0,100.03,4.22,15.02
12-10-2019 05:00,14.69,89.19%,0.06,0,100,3.79,14.96
12-10-2019 06:00,14.37,89.19%,0.12,6.97,100.03,5.22,14.93
12-10-2019 07:00,13.44,88.06%,0.07,52.96,100.08,8.01,14.9
12-10-2019 08:00,12.57,82.69%,0.02,124.93,100.17,9.28,14.72
12-10-2019 09:00,12.72,74.75%,0,226.02,100.23,9.12,15.07
12-10-2019 10:00,13.42,66.94%,0,327.39,100.28,9.1,15.94
12-10-2019 11:00,14.02,60.25%,0,449.66,100.3,9.22,16.58
12-10-2019 12:00,14.19,54.69%,0,619.9,100.34,9.46,16.65
12-10-2019 13:00,14.11,51.19%,0,546.41,100.35,9.5,16.51
12-10-2019 14:00,13.87,50.44%,0,474.76,100.37,9.36,16.16
12-10-2019 15:00,13.55,52.44%,0,314.57,100.41,9.3,15.65
12-10-2019 16:00,13.05,56.06%,0,146.96,100.44,9.18,14.94
12-10-2019 17:00,12.26,60.69%,0,15.41,100.47,8.75,14.03
12-10-2019 18:00,11.48,65.19%,0,0,100.52,8.36,13.5
12-10-2019 19:00,11.04,68.00%,0,0,100.55,7.97,13.25
12-10-2019 20:00,10.71,69.50%,0,0,100.55,7.56,13.01
12-10-2019 21:00,10.49,70.44%,0,0,100.56,7.2,12.77
12-10-2019 22:00,10.47,70.56%,0,0,100.54,6.89,12.55
12-10-2019 23:00,10.6,70.25%,0,0,100.53,6.64,12.39
13-10-2019 00:00,10.84,69.56%,0,0,100.49,6.45,12.3
13-10-2019 01:00,11.22,68.81%,0,0,100.47,6.43,12.26
13-10-2019 02:00,11.59,69.00%,0,0,100.43,6.61,12.27
13-10-2019 03:00,11.89,69.81%,0,0,100.41,6.99,12.37
13-10-2019 04:00,11.94,73.00%,0,0,100.4,7.25,12.47
13-10-2019 05:00,11.69,78.44%,0,0,100.39,7.44,12.53
13-10-2019 06:00,11.51,81.06%,0,9.13,100.37,7.86,12.69
13-10-2019 07:00,12.02,77.88%,0,122.1,100.37,8.47,13.74
13-10-2019 08:00,12.73,71.31%,0,310.13,100.37,8.86,14.7
13-10-2019 09:00,13.44,65.25%,0,458.71,100.35,9.47,15.41
13-10-2019 10:00,14.26,60.56%,0,575.73,100.3,9.32,16.06
13-10-2019 11:00,15.12,56.50%,0,639.85,100.24,9.26,16.55
13-10-2019 12:00,15.93,52.44%,0,658.33,100.14,9.34,16.87
13-10-2019 13:00,16.54,49.56%,0,597.86,100.03,9.39,16.99
13-10-2019 14:00,16.97,47.94%,0,489.62,99.94,9.31,16.89
13-10-2019 15:00,17.15,47.56%,0,341.86,99.87,9.16,16.55
13-10-2019 16:00,17.1,49.69%,0,158.12,99.83,8.61,15.98
13-10-2019 17:00,16.44,55.38%,0,16.45,99.82,7.5,14.93
13-10-2019 18:00,15.63,61.31%,0.03,0,99.84,7.49,14.29
13-10-2019 19:00,15.32,65.31%,0.05,0,99.86,8.36,14.32
13-10-2019 20:00,14.6,71.25%,0.1,0,99.88,8.41,14.16
13-10-2019 21:00,13.48,77.38%,0.19,0,99.91,7.58,13.8
13-10-2019 22:00,12.33,80.62%,0.19,0,99.96,6.95,13.6
13-10-2019 23:00,11.04,80.94%,0.15,0,100,6.54,13.22
14-10-2019 00:00,10.26,81.69%,0.37,0,100.02,5.62,12.99
14-10-2019 01:00,9.83,81.19%,0.13,0,100.03,5.08,12.76
14-10-2019 02:00,9.52,81.31%,0.2,0,100.02,5.05,12.57
14-10-2019 03:00,9.32,81.69%,0.14,0,100.04,5.41,12.45
14-10-2019 04:00,9.03,81.94%,0.05,0,100.08,5.67,12.2
14-10-2019 05:00,8.86,81.81%,0.02,0,100.12,5.9,12.08
14-10-2019 06:00,8.67,82.19%,0.02,5.62,100.16,6.27,11.92
14-10-2019 07:00,9,80.44%,0.02,86.16,100.23,6.77,12.53
14-10-2019 08:00,9.5,76.44%,0.02,213.45,100.29,7.1,13.16
14-10-2019 09:00,10.22,69.69%,0.03,343.25,100.34,7.53,14.03
14-10-2019 10:00,10.8,63.31%,0.02,437.96,100.36,7.54,14.65
14-10-2019 11:00,11.4,58.06%,0.01,436.1,100.39,7.51,15.06
14-10-2019 12:00,11.95,54.75%,0.01,464.34,100.39,7.45,15.27
14-10-2019 13:00,12.24,53.31%,0.01,425.15,100.39,7.52,15.23
14-10-2019 14:00,12.37,52.94%,0.02,340.66,100.4,7.49,14.95
14-10-2019 15:00,12.4,53.25%,0.02,220.95,100.42,7.32,14.58
14-10-2019 16:00,12.24,54.25%,0.01,105,100.46,7.09,14.05
14-10-2019 17:00,11.61,57.25%,0,10.27,100.53,6.43,13.05
14-10-2019 18:00,10.93,60.69%,0,0,100.61,6.17,12.55
14-10-2019 19:00,10.33,63.06%,0,0,100.68,5.9,12.19
14-10-2019 20:00,9.8,65.00%,0,0,100.72,5.48,11.88
14-10-2019 21:00,9.47,66.12%,0,0,100.73,5.14,11.65
14-10-2019 22:00,9.33,66.88%,0,0,100.75,5.07,11.48
14-10-2019 23:00,9.29,67.94%,0,0,100.76,5.24,11.4
15-10-2019 00:00,9.24,69.00%,0,0,100.79,5.38,11.33
15-10-2019 01:00,9.15,69.69%,0.09,0,100.82,5.34,11.23
15-10-2019 02:00,9.01,70.38%,0.07,0,100.83,5.12,11.08
15-10-2019 03:00,8.87,70.69%,0.06,0,100.83,4.71,10.94
15-10-2019 04:00,8.75,70.25%,0.01,0,100.84,4.06,10.77
15-10-2019 05:00,8.69,69.25%,0.01,0,100.85,3.47,10.62
15-10-2019 06:00,8.7,68.56%,0,7,100.87,3.12,10.52
15-10-2019 07:00,9.17,68.25%,0,98.7,100.89,2.94,11.79
15-10-2019 08:00,10.46,64.75%,0,267.13,100.92,3.16,13.49
15-10-2019 09:00,11.35,62.00%,0,430.66,100.9,4.04,14.43
15-10-2019 10:00,12.33,59.75%,0,547.29,100.83,4.82,15.26
15-10-2019 11:00,13.09,59.81%,0,564.13,100.74,5.17,15.61
15-10-2019 12:00,13.67,60.12%,0,564.07,100.65,4.99,15.74
15-10-2019 13:00,14.19,59.31%,0,497.38,100.54,4.31,16.05
15-10-2019 14:00,14.52,58.75%,0,417.06,100.43,3.93,15.94
15-10-2019 15:00,14.65,58.81%,0,271.71,100.35,3.55,15.44
15-10-2019 16:00,14.52,60.62%,0,108.56,100.31,3.13,14.68
15-10-2019 17:00,13.64,67.75%,0,10.84,100.32,3.7,13.53
15-10-2019 18:00,13.11,72.88%,0.03,0,100.34,5.36,13.33
15-10-2019 19:00,13,76.12%,0.27,0,100.3,7.23,13.46
15-10-2019 20:00,12.83,78.88%,0.01,0,100.19,8.58,13.44
15-10-2019 21:00,12.84,80.94%,0,0,100.05,8.48,13.41
15-10-2019 22:00,13.1,82.19%,0.01,0,99.91,7.32,13.52
15-10-2019 23:00,13.12,85.00%,0.07,0,99.77,6.05,13.44
16-10-2019 00:00,12.98,88.25%,0.07,0,99.64,5.45,13.39
16-10-2019 01:00,13.23,87.12%,0,0,99.51,5.29,13.51
16-10-2019 02:00,13.42,85.06%,0.01,0,99.33,5.27,13.44
16-10-2019 03:00,13.69,84.88%,1.09,0,99.24,6.37,13.74
16-10-2019 04:00,13.24,88.94%,2.11,0,99.17,5.13,13.36
16-10-2019 05:00,13.22,90.88%,1.56,0,98.99,5.99,13.62
16-10-2019 06:00,13.3,90.31%,0.81,5.45,98.82,7.03,13.84
16-10-2019 07:00,13.55,88.75%,0.78,28.74,98.81,6.36,13.91
16-10-2019 08:00,13.58,87.75%,0.4,68.18,98.83,6.23,13.93
16-10-2019 09:00,12.53,87.75%,0.69,89.44,98.85,9.07,13.83
16-10-2019 10:00,11.29,86.94%,1.87,80.65,98.99,10.13,13.44
16-10-2019 11:00,10.82,86.56%,1.32,133.41,99.03,9.38,13.26
16-10-2019 12:00,11,84.94%,0.21,74.98,98.99,9.06,13.29
16-10-2019 13:00,11.52,80.25%,0.07,88.07,98.93,9.17,13.59
16-10-2019 14:00,12.36,73.06%,0.07,102.16,98.91,9.2,14.5
16-10-2019 15:00,12.68,70.06%,0.05,93.39,98.88,9.02,14.2
16-10-2019 16:00,12.51,71.31%,0.04,46.18,98.88,8.24,13.68
16-10-2019 17:00,11.87,76.62%,0.04,7.02,98.87,6.89,13
16-10-2019 18:00,11.25,81.12%,0.04,0,98.83,6.06,12.57
16-10-2019 19:00,10.87,83.19%,0.06,0,98.78,5.68,12.4
16-10-2019 20:00,10.47,84.94%,0.05,0,98.74,5.96,12.24
16-10-2019 21:00,9.94,87.50%,0.04,0,98.74,6.47,12.11
16-10-2019 22:00,9.55,89.38%,0.04,0,98.74,6.91,12.05
16-10-2019 23:00,9.29,90.62%,0.03,0,98.71,7.47,12.01
17-10-2019 00:00,9.04,91.88%,0.03,0,98.68,8.06,11.93
17-10-2019 01:00,8.9,92.12%,0.72,0,98.67,8.81,11.88
17-10-2019 02:00,8.8,92.31%,0.36,0,98.68,9.6,11.85
17-10-2019 03:00,8.69,91.69%,0.16,0,98.72,10.43,11.77
17-10-2019 04:00,8.52,89.94%,0.07,0,98.76,11.01,11.66
17-10-2019 05:00,8.4,88.38%,0.06,0,98.79,11.38,11.56
17-10-2019 06:00,8.42,87.62%,0.07,5.52,98.86,11.6,11.57
17-10-2019 07:00,8.62,86.12%,0.08,26.34,98.93,11.98,11.82
17-10-2019 08:00,9.03,83.62%,0.15,93.5,99,12.53,12.17
17-10-2019 09:00,9.39,81.31%,0.24,155.98,99.06,12.66,12.4
17-10-2019 10:00,9.76,78.81%,0.27,167.86,99.12,12.43,12.66
17-10-2019 11:00,10.23,76.31%,0.22,188.25,99.19,11.99,13.08
17-10-2019 12:00,10.75,73.75%,0.16,170.5,99.24,11.6,13.48
17-10-2019 13:00,10.98,72.44%,0.12,149.98,99.29,11.34,13.44
17-10-2019 14:00,11.01,71.88%,0.13,97.62,99.35,11.24,13.25
17-10-2019 15:00,10.96,71.62%,0.18,61.54,99.41,11.24,13.08
17-10-2019 16:00,10.71,72.44%,0.2,22.38,99.5,11.24,12.74
17-10-2019 17:00,10.22,75.56%,0.27,4.19,99.61,10.91,12.2
17-10-2019 18:00,9.74,79.44%,0.38,0,99.71,10.37,11.93
17-10-2019 19:00,9.37,82.19%,0.31,0,99.8,9.71,11.76
17-10-2019 20:00,9.06,83.38%,0.2,0,99.88,9.07,11.61
17-10-2019 21:00,8.87,83.50%,0.1,0,99.92,8.4,11.45
17-10-2019 22:00,8.65,83.75%,0.05,0,99.95,7.85,11.29
17-10-2019 23:00,8.48,83.44%,0.03,0,99.97,7.56,11.15
18-10-2019 00:00,8.34,82.81%,0.01,0,100,7.35,11.01
18-10-2019 01:00,8.18,82.12%,0.14,0,100.05,7.23,10.89
18-10-2019 02:00,8,82.25%,0.09,0,100.12,7.2,10.77
18-10-2019 03:00,7.8,82.81%,0.07,0,100.18,7.12,10.66
18-10-2019 04:00,7.61,83.31%,0.07,0,100.26,7.13,10.58
18-10-2019 05:00,7.44,83.69%,0.06,0,100.36,7.17,10.49
18-10-2019 06:00,7.23,84.25%,0.06,6.06,100.42,7.12,10.4
18-10-2019 07:00,7.41,83.50%,0.07,75.19,100.48,7.12,10.91
18-10-2019 08:00,7.98,80.50%,0.08,215.42,100.53,7.05,11.73
18-10-2019 09:00,8.64,75.69%,0.07,347.7,100.55,6.83,12.53
18-10-2019 10:00,9.37,70.56%,0.05,457.97,100.56,5.93,13.37
18-10-2019 11:00,10.22,64.69%,0.04,569.73,100.56,4.79,14.13
18-10-2019 12:00,11.08,59.12%,0.03,605.48,100.55,3.88,14.64
18-10-2019 13:00,11.83,54.56%,0.02,553.84,100.5,3.24,14.87
18-10-2019 14:00,12.42,51.44%,0.01,431.73,100.49,2.88,14.69
18-10-2019 15:00,12.73,50.00%,0.01,308.05,100.48,2.6,14.15
18-10-2019 16:00,12.73,50.38%,0,111.27,100.49,2.23,13.48
18-10-2019 17:00,11.73,56.31%,0,7.86,100.52,2.03,11.7
18-10-2019 18:00,11.03,58.56%,0,0,100.56,2.19,11.11
18-10-2019 19:00,10.42,61.69%,0.01,0,100.59,2.42,10.85
18-10-2019 20:00,9.82,65.06%,0.01,0,100.63,2.72,10.57
18-10-2019 21:00,9.29,68.06%,0,0,100.65,2.87,10.33
18-10-2019 22:00,8.94,70.25%,0,0,100.67,2.93,10.13
18-10-2019 23:00,8.76,72.06%,0,0,100.68,3.1,10.01
19-10-2019 00:00,8.62,73.81%,0,0,100.68,3.33,9.9
19-10-2019 01:00,8.54,75.00%,0,0,100.69,3.46,9.78
19-10-2019 02:00,8.5,75.38%,0,0,100.7,3.3,9.65
19-10-2019 03:00,8.58,74.38%,0,0,100.7,2.81,9.53
19-10-2019 04:00,8.7,72.62%,0,0,100.72,2.11,9.41
19-10-2019 05:00,8.86,71.06%,0.01,0,100.72,1.59,9.3
19-10-2019 06:00,8.75,71.75%,0.06,0,100.71,1.34,9.23
19-10-2019 07:00,9.05,71.38%,0.11,103.41,100.73,1.29,10.35
19-10-2019 08:00,9.89,70.44%,0.05,291.02,100.75,1.26,12.45
19-10-2019 09:00,10.55,68.69%,0,442.59,100.77,1.34,13.51
19-10-2019 10:00,11.33,66.50%,0,532.06,100.75,1.59,14.5
19-10-2019 11:00,12.03,65.19%,0,600.66,100.71,2.19,15.05
19-10-2019 12:00,12.48,64.62%,0,598.23,100.62,2.76,15.15
19-10-2019 13:00,12.64,65.00%,0,550.56,100.53,3.3,14.88
19-10-2019 14:00,12.65,65.81%,0,433.45,100.46,3.91,14.57
19-10-2019 15:00,12.53,67.44%,0,283.81,100.41,4.46,14.04
19-10-2019 16:00,12.2,70.19%,0,107.45,100.37,4.85,13.15
19-10-2019 17:00,11.5,75.81%,0,7.86,100.34,5.16,12.23
19-10-2019 18:00,11.11,80.38%,0,0,100.31,6.01,11.94
19-10-2019 19:00,11.1,82.88%,0,0,100.28,6.71,11.97
19-10-2019 20:00,11.08,84.88%,0,0,100.24,6.85,11.87
19-10-2019 21:00,11.08,86.00%,0,0,100.23,6.51,11.72
19-10-2019 22:00,11.13,87.75%,0,0,100.23,5.87,11.68
19-10-2019 23:00,11.21,89.69%,0.05,0,100.21,5.44,11.72
20-10-2019 00:00,11.23,90.69%,0.44,0,100.14,5.04,11.8
20-10-2019 01:00,11.12,91.56%,0.02,0,100.08,4.36,11.76
20-10-2019 02:00,11.04,92.75%,0.02,0,100.02,3.76,11.54
20-10-2019 03:00,10.99,94.06%,0.03,0,99.98,3.37,11.4
20-10-2019 04:00,10.69,96.44%,0.08,0,99.98,3.18,10.86
20-10-2019 05:00,10.68,97.75%,0.1,0,100.02,3.02,11
20-10-2019 06:00,10.79,98.38%,0.13,0,100.05,2.7,10.94
20-10-2019 07:00,11.19,97.00%,0.14,83.1,100.07,2.27,11.62
20-10-2019 08:00,12.32,93.38%,0.07,213,100.12,1.93,13.48
20-10-2019 09:00,13.32,86.69%,0.01,327.61,100.16,1.36,14.41
20-10-2019 10:00,14.44,79.31%,0,484.67,100.17,0.97,15.37
20-10-2019 11:00,15.44,72.00%,0,540.32,100.18,1.03,16.37
20-10-2019 12:00,16.12,65.25%,0,569,100.17,1.21,16.45
20-10-2019 13:00,16.61,60.88%,0,516.73,100.16,1.08,16.51
20-10-2019 14:00,17.02,58.00%,0,425.84,100.16,0.84,16.47
20-10-2019 15:00,16.99,58.75%,0,283.6,100.17,1.08,15.84
20-10-2019 16:00,16.12,66.75%,0,103.91,100.2,1.94,14.81
20-10-2019 17:00,14.29,78.06%,0,7.9,100.24,2.88,13.15
20-10-2019 18:00,13.26,82.81%,0,0,100.3,3.73,12.57
20-10-2019 19:00,12.76,85.12%,0,0,100.35,4.15,12.28
20-10-2019 20:00,12.37,88.38%,0,0,100.37,3.97,12
20-10-2019 21:00,12.15,91.06%,0,0,100.42,3.31,11.74
20-10-2019 22:00,12.13,92.12%,0.01,0,100.47,2.47,11.51
20-10-2019 23:00,12.02,93.56%,0.04,0,100.5,1.91,11.32
21-10-2019 00:00,11.8,95.69%,0.07,0,100.5,2.18,11.19
21-10-2019 01:00,11.63,97.31%,0.07,0,100.53,2.33,11.09
21-10-2019 02:00,11.45,98.44%,0.08,0,100.55,2.58,11.02
21-10-2019 03:00,11.26,99.31%,0.12,0,100.57,3.05,11.1
21-10-2019 04:00,11.1,99.81%,0.17,0,100.6,3.73,11.14
21-10-2019 05:00,11.01,99.50%,0.19,0,100.64,4.31,11.18
21-10-2019 06:00,10.96,98.94%,0.17,0,100.67,4.76,11.21
21-10-2019 07:00,11.48,97.12%,0.12,92.88,100.64,5.39,12.15
21-10-2019 08:00,12.44,94.25%,0.08,214.35,100.67,5.82,13.34
21-10-2019 09:00,13.03,91.06%,0.02,351.07,100.69,6.42,13.98
21-10-2019 10:00,13.9,86.31%,0,446.54,100.66,7.38,14.72
21-10-2019 11:00,14.66,81.12%,0,478,100.58,7.71,14.97
21-10-2019 12:00,15.01,77.88%,0,503.38,100.49,7.53,14.9
21-10-2019 13:00,15.05,76.25%,0,385.52,100.33,8.35,14.62
21-10-2019 14:00,14.9,76.62%,0,309.99,100.21,9.05,14.43
21-10-2019 15:00,14.75,77.69%,0,187.06,100.13,9.51,14.18
21-10-2019 16:00,14.61,78.62%,0,62.77,100.04,9.92,13.83
21-10-2019 17:00,14.65,78.00%,0,6.59,99.96,10.15,13.62
21-10-2019 18:00,14.88,76.38%,0,0,99.93,9.84,13.67
21-10-2019 19:00,15.05,75.81%,0,0,99.92,9.11,13.75
21-10-2019 20:00,15.22,74.50%,0,0,99.88,8.38,13.9
21-10-2019 21:00,15.01,75.62%,0,0,99.8,7.6,13.8
21-10-2019 22:00,14.77,78.38%,0.03,0,99.74,6.56,13.68
21-10-2019 23:00,14.63,80.69%,0.47,0,99.71,4.98,13.55
22-10-2019 00:00,14.44,82.94%,2.31,0,99.7,3.6,13.36
22-10-2019 01:00,14.35,84.38%,0.34,0,99.7,3.48,13.31
22-10-2019 02:00,14.33,85.12%,0.35,0,99.67,3.8,13.35
22-10-2019 03:00,14.32,85.69%,0.5,0,99.64,4.78,13.4
22-10-2019 04:00,14.25,87.56%,0.88,0,99.63,5.7,13.44
22-10-2019 05:00,14.17,88.94%,0.66,0,99.53,6.13,13.44
22-10-2019 06:00,14.2,88.44%,0.34,0,99.45,6.61,13.43
22-10-2019 07:00,13.99,91.31%,0.43,28.62,99.47,6.03,13.52
22-10-2019 08:00,14.04,93.69%,1.01,41.63,99.58,4.98,13.78
22-10-2019 09:00,14.26,94.19%,0.79,61.76,99.59,3.74,13.92
22-10-2019 10:00,14.64,92.94%,0.27,111.7,99.55,4.15,14.34
22-10-2019 11:00,14.93,91.31%,0.09,213.38,99.52,4.72,14.38
22-10-2019 12:00,15.11,89.94%,0.06,264.59,99.48,5.14,14.49
22-10-2019 13:00,15.32,87.19%,0.02,248.19,99.38,5.79,14.56
22-10-2019 14:00,15.76,81.88%,0.01,189.08,99.32,6.14,14.91
22-10-2019 15:00,16.33,73.12%,0.01,142.59,99.36,6.97,15.08
22-10-2019 16:00,16.18,67.38%,0,74.87,99.39,7.47,14.5
22-10-2019 17:00,15.3,68.06%,0,0,99.45,7.25,13.65
22-10-2019 18:00,14.46,70.75%,0,0,99.57,7.99,13.4
22-10-2019 19:00,13.35,74.00%,0,0,99.67,8.19,13.01
22-10-2019 20:00,12.46,77.12%,0,0,99.71,7.79,12.56
22-10-2019 21:00,12.02,79.94%,0,0,99.74,7.56,12.31
22-10-2019 22:00,11.8,81.81%,0,0,99.76,7.54,12.18
22-10-2019 23:00,11.69,80.31%,0,0,99.76,8.17,12.12
23-10-2019 00:00,11.38,80.12%,0,0,99.77,8.04,11.94
23-10-2019 01:00,11.13,81.25%,0.1,0,99.79,7.88,11.75
23-10-2019 02:00,11.05,81.88%,0.15,0,99.79,8.16,11.72
23-10-2019 03:00,10.94,83.00%,0.33,0,99.78,8.14,11.66
23-10-2019 04:00,10.76,84.00%,0.4,0,99.82,7.99,11.56
23-10-2019 05:00,10.42,84.88%,0.29,0,99.87,7.79,11.37
23-10-2019 06:00,10.08,85.75%,0.19,0,99.9,7.72,11.18
23-10-2019 07:00,10.24,84.69%,0.1,98.44,99.94,8.15,11.58
23-10-2019 08:00,11.01,78.88%,0.05,251.73,100.02,9.14,12.4
23-10-2019 09:00,11.87,68.94%,0.01,384.55,100.07,10.75,13.14
23-10-2019 10:00,12.63,60.88%,0.01,457.63,100.11,11.82,13.75
23-10-2019 11:00,13.01,57.56%,0.03,450.09,100.15,12.47,14.03
23-10-2019 12:00,13.2,56.94%,0.04,440.84,100.17,12.31,14.09
23-10-2019 13:00,13.42,56.56%,0.05,387.14,100.2,11.87,14.05
23-10-2019 14:00,13.65,55.81%,0.04,294.05,100.25,11.51,13.9
23-10-2019 15:00,13.76,55.12%,0.04,196.55,100.3,10.98,13.59
23-10-2019 16:00,13.63,54.94%,0.02,101.23,100.35,10.02,13.08
23-10-2019 17:00,13.05,58.38%,0.01,0,100.43,9.03,12.3
23-10-2019 18:00,12.38,63.75%,0,0,100.51,8.52,11.9
23-10-2019 19:00,11.78,69.62%,0,0,100.57,7.97,11.62
23-10-2019 20:00,11.37,74.75%,0,0,100.62,7.49,11.4
23-10-2019 21:00,11.12,79.50%,0,0,100.64,7.13,11.25
23-10-2019 22:00,11.01,83.38%,0,0,100.64,6.99,11.19
23-10-2019 23:00,11.16,85.44%,0.01,0,100.64,7.19,11.25
24-10-2019 00:00,11.71,84.69%,0,0,100.62,7.74,11.63
24-10-2019 01:00,11.9,84.69%,0,0,100.62,7.74,11.73
24-10-2019 02:00,12.01,84.25%,0,0,100.59,8.27,11.77
24-10-2019 03:00,12.11,84.62%,0,0,100.56,8.43,12.01
24-10-2019 04:00,12,85.94%,0,0,100.53,8.39,11.97
24-10-2019 05:00,12.18,84.56%,0,0,100.54,9.51,12.12
24-10-2019 06:00,12.49,80.50%,0.01,0,100.55,10.25,12.23
24-10-2019 07:00,12.69,79.81%,0.07,60.23,100.61,10.19,12.4
24-10-2019 08:00,13.05,78.69%,0.03,187.37,100.7,9.56,12.69
24-10-2019 09:00,13.41,74.62%,0,330.87,100.78,9.4,13.25
24-10-2019 10:00,13.73,70.56%,0,392.11,100.84,8.81,14.04
24-10-2019 11:00,14.03,67.81%,0,313.66,100.91,8.12,14.31
24-10-2019 12:00,14.32,64.38%,0,347.88,100.97,8.03,14.38
24-10-2019 13:00,14.46,60.62%,0,367.62,101.02,7.67,14.26
24-10-2019 14:00,14.42,58.12%,0,288.07,101.08,7.15,14.03
24-10-2019 15:00,14.07,57.56%,0,192.04,101.15,6.55,13.48
24-10-2019 16:00,13.38,58.19%,0,72.84,101.22,5.91,12.82
24-10-2019 17:00,12.15,62.31%,0,0,101.3,5.07,11.8
24-10-2019 18:00,11.25,65.94%,0,0,101.36,4.68,11.33
24-10-2019 19:00,10.62,68.25%,0,0,101.4,4.24,11.01
24-10-2019 20:00,10.11,70.19%,0,0,101.43,3.78,10.69
24-10-2019 21:00,9.84,71.44%,0,0,101.44,3.26,10.7
24-10-2019 22:00,9.58,71.44%,0,0,101.47,3.42,10.34
24-10-2019 23:00,9.41,72.25%,0,0,101.49,3.32,10.33
25-10-2019 00:00,9.32,73.06%,0,0,101.53,3.24,10.3
25-10-2019 01:00,9.38,73.25%,0,0,101.55,3.06,10.38
25-10-2019 02:00,9.44,73.44%,0,0,101.57,3.06,10.4
25-10-2019 03:00,9.46,74.25%,0,0,101.54,3.32,10.34
25-10-2019 04:00,9.56,74.06%,0,0,101.57,3.18,10.36
25-10-2019 05:00,9.61,74.06%,0.01,0,101.57,3.1,10.37
25-10-2019 06:00,9.61,74.25%,0.01,0,101.54,3.07,10.3
25-10-2019 07:00,9.65,75.38%,0.01,41.93,101.52,3.49,10.57
25-10-2019 08:00,10.33,73.88%,0,157.03,101.48,3.66,11.54
25-10-2019 09:00,10.69,71.38%,0,244.53,101.44,3.37,12.05
25-10-2019 10:00,10.87,68.62%,0,323.81,101.41,2.11,12.74
25-10-2019 11:00,11.06,65.94%,0,369.78,101.39,0.96,13.15
